TIM_Id,Subject,Severity,Description,Initiation_Date
ProjectA - TIM - 1875,"EngCntrl Test Scripts: EngCntrl SRS v1.2 requirements refer to ""control cycle"" vs. RVM and Test Scripts refer to ""control loop""",3,"The EngCntrl SRS v1.2 does not agree with the RVM and test script requirement text. The RVM and test script text is different than the SRS in that it specifies a ""control loop"" versus ""control cycle"". This issue is found within 24 requirements (see the attached excel spreadsheet). Also, the following additional editorial issues exist within these same requirements. 1.) within requirement 3.2.2.12 the RVM and test script text is different than the SRS in that it specifies a ""interrupt"" versus ""hardware interrupt"" 2.) within requirement 3.2.2.3 the RVM and test script text is different than the SRS in that it specifies a ""signal 1Hz"" versus ""single 1Hz"". 3.) within requirement 3.2.3.2.1 the RVM and test script text is different than the SRS in that it does not contain the words ""that is"". 4.) EngCntrl SRS requirement for the ""Refresh Watchdog Step"" is numbered 3.2.3.4.2.8 and the RVM and test script requirement for ""Refresh Watchdog Step"" is numbered 3.2.3.4.3.5. 5.) EngCntrl SRS requirement for the ""Idle Process/Wait 1Hz Tick Step"" is numbered 3.2.3.4.2.9 and the RVM and test script requirement for ""Idle Process/Wait 1Hz Tick Step"" is numbered 3.2.3.4.3.6. 6.) EngCntrl SRS requirement for the ""Initialization State"" is numbered 3.2.3.4.2.11 and the RVM and test script requirement for ""Initialization State"" is numbered 3.2.4.2.1.",7/7/05
ProjectA - TIM - 1874,EngCntrl Test Scripts: EngCntrl SRS v1.2 requirement 3.9.6.1.3 inconsistent with RVM and fsw_test_29,2,"The EngCntrl SRS does not agree with the RVM and fsw_test_29 requirement text. The RVM and test script text for the ""Pressure Maintenance Faults"" is different than the SRS in that the RVM and test script text contains a ""TBD seconds"" instead of ""10 seconds"". Also, the SRS requirement for the ""Pressure Maintenance Faults"" is numbered 3.9.6.1.3 and the RVM and test script requirement for ""Pressure Maintenance Faults "" is numbered 3.9.5.1.3. This leads to the question as to whether the approved SRS requirement was defined prior to testing and verified during testing. Referenced EngCntrl SRS Requirement 3.9.6.1.3: Pressure Maintenance Faults The Operational software shall determine a leak is detected when leak detection is enabled and a plenum tank pressure cannot be maintained with in 0.2 psi of the required pressure for more than 10 seconds. Referenced Test Script Requirement 3.9.5.1.3: Pressure Maintenance Faults The Operational software shall determine a leak is detected when leak detection is enabled and a plenum tank pressure cannot be maintained with in 0.2 psi of the required pressure for more then TBD seconds. Referenced RVM Requirement 3.9.5.1.3: Pressure Maintenance Faults",7/7/05
ProjectA - TIM - 1873,EngCntrl Test Scripts: EngCntrl SRS v1.2 requirement 3.9.6.1.1 inconsistent with RVM and fsw_test_29,2,"The EngCntrl SRS does not agree with the RVM and fsw_test_29 requirement text. The RVM and test script text for the ""Pressure Initialization Faults "" is different than the SRS in that the RVM and test script text contains 2 ""TBD seconds"" instead of ""9000 seconds for the Main Plenum tank and 9000 seconds for the Cathode Plenum tank"". Also, the SRS requirement for the ""Pressure Initialization Faults"" is numbered 3.9.6.1.1 and the RVM and test script requirement for ""Pressure Initialization Faults "" is numbered 3.9.5.1.1. This leads to the question as to whether the approved SRS requirement was defined prior to testing and verified during testing. Referenced EngCntrl SRS Requirement 3.9.6.1.1: Pressure Initialization Faults The Operational software shall determine a plenum tank has failed to initialize when the required pressure has not been achieved within 9000 seconds for the Main Plenum tank and 9000 seconds for the Cathode Plenum tank. Referenced Test Script Requirement 3.9.5.1.1: Pressure Initialization Faults The Operational software shall determine a plenum tank has failed to initialize when the required pressure has not been achieved within TBD seconds for the Main Plenum tank and TBD seconds for the Cathode Plenum tank. Referenced RVM Requirement 3.9.5.1.1: Pressure Initialization Faults The Operational software shall determine a plenum tank has failed to initialize when the required pressure has not been achieved within TBD seconds for the Main Plenum tank and TBD seconds for the Cathode Plenum tank.",7/7/05
ProjectA - TIM - 1872,EngCntrl Test Scripts: EngCntrl SRS v1.2 requirement 3.9.5.1 missing from RVM and test scripts,2,"EngCntrl SRS 3.9.5.1 Fault Response is missing from the RVM and test scripts. This leads to the question as to whether the baselined set of requirements were verified. Referenced EngCntrl SRS Requirement 3.9.5.1: Fault Response The EngCntrl Flight software response to memory errors shall be configurable to three levels. A) disabled, B) Report and Clear or C) Report and Reset EngCntrl. The Default response level shall be disabled. A single bit EDAC error will never cause a EngCntrl Reset.",7/7/05
ProjectA - TIM - 1871,EngCntrl Test Scripts: EngCntrl SRS v1.2 requirement 3.9.5 inconsistent with RVM and fsw_test_28,2,"The EngCntrl SRS does not agree with the RVM and fsw_test_28 requirement text. The RVM and test script text for the ""Memory Space Errors"" is different than the SRS in that the RVM and test script text does not identify the faults. To ensure that the requirement is fully verified it is essential to identify the actual faults the FSW is monitoring for in the memory. Also, the EngCntrl SRS requirement for the ""Memory Space Errors"" is numbered 3.9.5 and the RVM and test script requirement for ""Memory Space Errors"" is numbered 3.9.4. This leads to the question as to whether the approved SRS requirement was verified. Referenced EngCntrl SRS Requirement 3.9.5: Memory Space Errors The EngCntrl Flight software shall monitor indications of faults in the memory data and faults in the memory space access. These faults are a) Single Bit EDAC Error, b) Double Bit EDAC Error, c) Illegal CPU Access Error and d) VME Bus Error. Referenced RVM and Test Script Requirement 3.9.4: Memory Space Errors The EngCntrl Flight software shall monitor indications of faults in the memory data and faults in the memory space access.",7/7/05
ProjectA - TIM - 1870,EngCntrl Test Scripts: EngCntrl SRS requirement 3.9.4.2 is missing from RVM and test scripts,2,The EngCntrl SRS requirement 3.9.4.2 is missing from the RVM and test scripts. This leads to the question as to whether the baselined set of requirements were verified. Referenced EngCntrl SRS Requirement 3.9.4.2: Error Reporting The EngCntrl Flight software shall indicate an ILLEGAL INTERRUPT error if an illegal interrupt is detected.,7/7/05
ProjectA - TIM - 1869,EngCntrl Test Scripts: EngCntrl SRS requirement 3.9.4.1 is missing from RVM and test scripts,2,"The EngCntrl SRS requirement 3.9.4.1 is missing from the RVM and test scripts. This leads to the question as to whether the baselined set of requirements were verified. Referenced EngCntrl SRS Requirement 3.9.4.1: Fault Response The EngCntrl Flight software response to an illegal interrupt shall be configurable to three levels. A) disabled, B) Report and Clear or C) Report and Reset EngCntrl. The Default response level shall be disabled.",7/7/05
ProjectA - TIM - 1868,EngCntrl Test Scripts: EngCntrl SRS v1.2 requirement 3.9.4 inconsistent with RVM and fsw_test_28,2,"The EngCntrl SRS does not agree with the RVM and fsw_test_28 requirement text. The RVM and test script text for the ""Illegal Interrupt Error"" requirement is different than the SRS in that the RVM and test script text define the handling of an Illegal interrupt differently. The SRS version of 3.9.4 does not contain a ""Shall"" statement; however, the RVM and test script version specifically has two specific requirement statements; one of which matches SRS requirement 3.9.4.2 Error Reporting. The second requirement statement included in the RVM and test script is not in the EngCntrl SRS v1.2. Also, the EngCntrl SRS requirement for the ""Illegal Interrupt Error"" is numbered 3.9.4 and the RVM and test script requirement for ""Illegal Interrupt Error"" is numbered 3.9.3. This leads to the question as to whether the approved SRS requirement was verified. Referenced EngCntrl SRS Requirement 3.9.4: Illegal Interrupt Error All unused interrupt sources are handled by the Illegal Interrupt ISR. The Illegal Interrupt Error ISR does not distinguish between the unused interrupt vectors and the internal 8086 exceptions, except for the Divide By Zero interrupt. Referenced EngCntrl SRS Requirement 3.9.4.2 Error Reporting The EngCntrl Flight software shall indicate an ILLEGAL INTERRUPT error if an illegal interrupt is detected. Referenced Test Script Requirement 3.9.3: Illegal Interrupt Error All unused interrupt sources are handled by the Illegal Interrupt ISR. The EngCntrl Flight software shall indicate an ILLEGAL INTERRUPT error if an illegal interrupt is detected. The EngCntrl Flight software shall then reinforce the interrupt mask setting of the CPU FPGA. Referenced RVM Requirement 3.9.3: Illegal Interrupt Error All unused interrupt sources are handled by the Illegal Interrupt ISR. The EngCntrl Flight software shall indicate an ILLEGAL INTERRUPT error if an illegal interrupt is detected. The EngCntrl Flight software shall then reinforce the interrupt mask setting of the CPU FPGA.",7/7/05
ProjectA - TIM - 1867,EngCntrl Test Scripts: EngCntrl SRS requirement 3.9.3.2 is missing from RVM and test scripts,2,The EngCntrl SRS requirement 3.9.3.2 is missing from the RVM and test scripts. This leads to the question as to whether the baselined set of requirements were verified. Referenced EngCntrl SRS Requirement 3.9.3.2: Error Reporting The EngCntrl Flight software shall indicate a DIVIDE BY ZERO error if a Divide By Zero interrupt is received.,7/6/05
ProjectA - TIM - 1866,EngCntrl Test Scripts: EngCntrl SRS requirement 3.9.3.1 is missing from RVM and test scripts,2,"The EngCntrl SRS requirement 3.9.3.1 is missing from the RVM and test scripts. This leads to the question as to whether the baselined set of requirements were verified. Referenced EngCntrl SRS Requirement 3.9.3.1: Fault Response The EngCntrl Flight software response to the divide by zero interrupt shall be configurable to three levels. A) disabled, B) Report and Clear or C) Report and Reset EngCntrl. The Default response level shall be disabled.",7/6/05
ProjectA - TIM - 1865,EngCntrl Test Scripts: EngCntrl SRS requirement 3.9.3 is missing from RVM and test scripts,2,The EngCntrl SRS requirement 3.9.3 is missing from the RVM and test scripts. This leads to the question as to whether the baselined set of requirements were verified. Referenced EngCntrl SRS Requirement 3.9.3: Divide By Zero Error The EngCntrl Flight software shall enable the Divide By Zero Interrupt in the 80C86.,7/6/05
ProjectA - TIM - 1864,EngCntrl Test Scripts: EngCntrl SRS v1.2 requirement 3.8.3.1 inconsistent with RVM and fsw_test_02,2,"The EngCntrl SRS does not agree with the RVM and fsw_test_02 requirement text. The RVM and test script text for the ""Atomic Operation"" is different than the SRS in that the RVM and test script text include a ""Disable processor interrupt"" step and an ""Enable processor interrupt"" step. Also, only the SRS includes an ""Increment memory scrub address pointer"" step. This leads to the question as to whether the approved SRS requirement was verified. Referenced EngCntrl SRS Requirement 3.8.3.1: Atomic Operation The Memory Scrub function shall perform each memory check, correct and refresh operation as an atomic operation by masking the processor interrupt. The following steps will be performed: a) Check if done or abort b) Disable write protection (if testing write protected EEPROM) c) Read location to be tested d) Check EDAC status e) Write back read value f) Clear EDAC error interrupt source if error detected g) Enable write protection h) Log EDAC error if detected i) Increment memory scrub address pointer Referenced Test Script Requirement 3.8.3.1-1: Atomic Operation The Memory Scrub function shall perform each memory check correct and refresh operation as an atomic operation by masking the processor interrupt. The following steps will be performed: Referenced Test Script Requirement 3.8.3.1-2: Atomic Operation a) Check if done or abort Referenced Test Script Requirement 3.8.3.1-3: Atomic Operation b) Disable processor interrupt Referenced Test Script Requirement 3.8.3.1-4: Atomic Operation c) Disable write protection (if testing write protected EEPROM) Referenced Test Script Requirement 3.8.3.1-5: Atomic Operation d) Read location to be tested Referenced Test Script Requirement 3.8.3.1-6: Atomic Operation e) Check EDAC status Referenced Test Script Requirement 3.8.3.1-7: Atomic Operation f) Write back read value Referenced Test Script Requirement 3.8.3.1-8: Atomic Operation g) Clear EDAC error interrupt source if error detected Referenced Test Script Requirement 3.8.3.1-9: Atomic Operation h) Enable write protection Referenced Test Script Requirement 3.8.3.1-10: Atomic Operation i) Enable processor interrupt Referenced Test Script Requirement 3.8.3.1-11: Atomic Operation j) Log EDAC error if detected Referenced RVM Requirement 3.8.3.1-1: Atomic Operation The Memory Scrub function shall perform each memory check correct and refresh operation as an atomic operation by masking the processor interrupt. The following steps will be performed: Referenced RVM Requirement 3.8.3.1-2: Atomic Operation a) Check if done or abort Referenced RVM Requirement 3.8.3.1-3: Atomic Operation b) Disable processor interrupt Referenced RVM Requirement 3.8.3.1-4: Atomic Operation c) Disable write protection (if testing write protected EEPROM) Referenced RVM Requirement 3.8.3.1-5: Atomic Operation d) Read location to be tested Referenced RVM Requirement 3.8.3.1-6: Atomic Operation e) Check EDAC status Referenced RVM Requirement 3.8.3.1-7: Atomic Operation f) Write back read value Referenced RVM Requirement 3.8.3.1-8: Atomic Operation g) Clear EDAC error interrupt source if error detected Referenced RVM Requirement 3.8.3.1-9: Atomic Operation h) Enable write protection Referenced RVM Requirement 3.8.3.1-10: Atomic Operation i) Enable processor interrupt Referenced RVM Requirement 3.8.3.1-11: Atomic Operation j) Log EDAC error if detected",7/6/05
